player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Bruno Guimarães,br BRA,MF,Lyon,1997,8,5,431,0,1,0,0,2,0,0,0.21,0.21,0,2020,French
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,1997,3,1,167,0,0,0,0,0,0,0,0,0,0,2020,French
Cesc Fàbregas,es ESP,MF,Monaco,1987,7,4,379,0,0,0,0,1,0,0,0,0,0,2020,French
Charles Abi,fr FRA,FW,Saint-Étienne,2000,3,1,129,0,0,0,0,0,0,0,0,0,0,2020,French
Chrislain Matsima,fr FRA,DF,Monaco,2002,4,2,244,0,0,0,0,2,0,0,0,0,0,2020,French
Colin Dagba,fr FRA,DF,Paris S-G,1998,8,3,360,0,1,0,0,1,0,0,0.25,0.25,0,2020,French
Danilo Pereira,pt POR,DF,Paris S-G,1991,2,2,155,0,0,0,0,0,0,0,0,0,0,2020,French
Denis Bouanga,ga GAB,"FW,MF",Saint-Étienne,1994,9,7,629,2,0,1,1,1,0,0.29,0,0.29,0.14,2020,French
Djamel Benlamri,dz ALG,DF,Lyon,1989,1,0,39,0,0,0,0,0,0,0,0,0,0,2020,French
Djibril Sidibé,fr FRA,DF,Monaco,1992,5,4,328,0,0,0,0,1,0,0,0,0,0,2020,French
Eliot Matazo,be BEL,MF,Monaco,2002,1,0,30,0,0,0,0,0,0,0,0,0,0,2020,French
Enzo Millot,fr FRA,MF,Monaco,2002,1,0,26,0,0,0,0,0,0,0,0,0,0,2020,French
Fernando Marçal,br BRA,DF,Lyon,1989,1,1,78,0,0,0,0,0,0,0,0,0,0,2020,French
Florentino Luís,pt POR,MF,Monaco,1999,3,2,148,0,0,0,0,0,0,0,0,0,0,2020,French
Fodé Ballo-Touré,fr FRA,DF,Monaco,1997,3,3,270,0,1,0,0,1,0,0,0.33,0.33,0,2020,French
Gabriel Silva,br BRA,DF,Saint-Étienne,1991,1,1,85,0,0,0,0,0,0,0,0,0,0,2020,French
Gelson Martins,pt POR,FW,Monaco,1995,8,7,564,1,1,0,0,2,0,0.16,0.16,0.32,0.16,2020,French
Giulian Biancone,fr FRA,"DF,MF",Monaco,2000,2,1,92,0,0,0,0,1,0,0,0,0,0,2020,French
Guillermo Maripán,cl CHI,"DF,MF",Monaco,1994,3,0,36,0,0,0,0,0,0,0,0,0,0,2020,French
Harold Moukoudi,cm CMR,DF,Saint-Étienne,1997,4,4,360,0,0,0,0,1,0,0,0,0,0,2020,French
Henry Onyekuru,ng NGA,FW,Monaco,1997,4,2,140,0,1,0,0,0,0,0,0.64,0.64,0,2020,French
Houssem Aouar,fr FRA,MF,Lyon,1998,7,6,433,2,1,2,2,0,1,0.42,0.21,0.62,0,2020,French
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,1989,7,6,467,1,0,0,0,1,0,0.19,0,0.19,0.19,2020,French
Jason Denayer,be BEL,DF,Lyon,1995,7,7,607,0,0,0,0,0,0,0,0,0,0,2020,French
Jean Lucas,br BRA,MF,Lyon,1998,4,1,158,0,0,0,0,1,0,0,0,0,0,2020,French
Jean-Eudes Aholou,ci CIV,MF,Monaco,1994,2,0,36,0,0,0,0,0,0,0,0,0,0,2020,French
Jean-Philippe Krasso,fr FRA,"FW,MF",Saint-Étienne,1997,3,1,84,0,0,0,0,0,0,0,0,0,0,2020,French
Jeff Reine-Adélaïde,fr FRA,FW,Lyon,1998,1,0,24,0,0,0,0,0,0,0,0,0,0,2020,French
Jesé,es ESP,FW,Paris S-G,1993,2,0,24,0,0,0,0,0,0,0,0,0,0,2020,French
Jessy Moulin,fr FRA,GK,Saint-Étienne,1986,9,9,810,0,0,0,0,0,0,0,0,0,0,2020,French
Joachim Andersen,dk DEN,DF,Lyon,1996,3,2,192,0,0,0,0,1,0,0,0,0,0,2020,French
Juan Bernat,es ESP,DF,Paris S-G,1993,3,2,194,0,0,0,0,2,0,0,0,0,0,2020,French
Julian Draxler,de GER,MF,Paris S-G,1993,6,5,398,2,0,0,0,2,0,0.45,0,0.45,0.45,2020,French
Karl Toko Ekambi,cm CMR,"FW,MF",Lyon,1992,8,7,597,4,0,0,0,3,0,0.6,0,0.6,0.6,2020,French
Kays Ruiz,ma MAR,"FW,MF",Paris S-G,2002,5,1,150,0,0,0,0,0,0,0,0,0,0,2020,French
Kenny Tete,nl NED,DF,Lyon,1995,1,0,20,0,0,0,0,0,0,0,0,0,0,2020,French
Kévin Monnet-Paquet,fr FRA,"FW,MF",Saint-Étienne,1988,5,2,154,0,0,0,0,0,0,0,0,0,0,2020,French
Kevin Volland,de GER,"FW,MF",Monaco,1992,7,6,429,2,2,0,0,1,0,0.42,0.42,0.84,0.42,2020,French
Keylor Navas,cr CRC,GK,Paris S-G,1986,6,6,540,0,0,0,0,0,0,0,0,0,0,2020,French
Kylian Mbappé,fr FRA,"FW,MF",Paris S-G,1998,6,5,432,7,4,2,2,0,0,1.46,0.83,2.29,1.04,2020,French
Layvin Kurzawa,fr FRA,DF,Paris S-G,1992,3,1,113,0,0,0,0,0,1,0,0,0,0,2020,French
Leandro Paredes,ar ARG,MF,Paris S-G,1994,4,3,159,0,0,0,0,2,1,0,0,0,0,2020,French
Leo Dubois,fr FRA,DF,Lyon,1994,9,9,727,1,0,0,0,1,0,0.12,0,0.12,0.12,2020,French
Lucas Douath,fr FRA,MF,Saint-Étienne,2003,6,0,124,0,0,0,0,1,0,0,0,0,0,2020,French
Lucas Paquetá,br BRA,MF,Lyon,1997,3,3,238,0,0,0,0,0,0,0,0,0,0,2020,French
Mahdi Camara,fr FRA,MF,Saint-Étienne,1998,9,9,805,1,0,0,0,0,0,0.11,0,0.11,0.11,2020,French
Marcelo,br BRA,DF,Lyon,1987,9,9,763,0,0,0,0,4,1,0,0,0,0,2020,French
Marcin Bu?ka,pl POL,GK,Paris S-G,1999,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,French
Marco Verratti,it ITA,MF,Paris S-G,1992,5,4,354,0,0,0,0,1,0,0,0,0,0,2020,French
Marquinhos,br BRA,"DF,MF",Paris S-G,1994,6,5,457,1,0,0,0,1,0,0.2,0,0.2,0.2,2020,French
Marvin Tshibuabua,fr FRA,DF,Saint-Étienne,2002,1,0,43,0,0,0,0,0,0,0,0,0,0,2020,French
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,1985,3,3,188,0,0,0,0,0,0,0,0,0,0,2020,French
Mattia De Sciglio,it ITA,"DF,MF",Lyon,1992,2,0,28,0,0,0,0,0,0,0,0,0,0,2020,French
Mauro Icardi,ar ARG,FW,Paris S-G,1993,4,4,347,2,0,0,0,0,0,0.52,0,0.52,0.52,2020,French
Maxence Caqueret,fr FRA,MF,Lyon,2000,6,5,433,0,0,0,0,0,0,0,0,0,0,2020,French
Maxence Rivera,fr FRA,"MF,FW",Saint-Étienne,2002,8,1,119,0,0,0,0,0,0,0,0,0,0,2020,French
Maxwel Cornet,ci CIV,DF,Lyon,1996,9,9,696,0,0,0,0,2,0,0,0,0,0,2020,French
Melvin Bard,fr FRA,DF,Lyon,2000,6,2,232,0,0,0,0,0,1,0,0,0,0,2020,French
Memphis Depay,nl NED,"FW,MF",Lyon,1994,9,6,588,5,3,3,3,1,0,0.77,0.46,1.22,0.31,2020,French
Miguel Trauco,pe PER,DF,Saint-Étienne,1992,1,0,45,0,0,0,0,0,0,0,0,0,0,2020,French
Mitchel Bakker,nl NED,DF,Paris S-G,2000,8,7,609,0,2,0,0,1,0,0,0.3,0.3,0,2020,French
Moise Kean,it ITA,FW,Paris S-G,2000,3,3,207,2,0,0,0,0,0,0.87,0,0.87,0.87,2020,French
Moussa Dembélé,fr FRA,FW,Lyon,1996,9,4,429,0,0,0,0,2,0,0,0,0,0,2020,French
Nelson Sissoko,fr FRA,DF,Saint-Étienne,1997,4,3,290,0,0,0,0,0,0,0,0,0,0,2020,French
Neymar,br BRA,"FW,MF",Paris S-G,1992,4,4,359,2,3,0,0,1,1,0.5,0.75,1.25,0.5,2020,French
Pablo Sarabia,es ESP,FW,Paris S-G,1992,9,6,552,2,4,0,0,1,0,0.33,0.65,0.98,0.33,2020,French
Panagiotis Retsos,gr GRE,DF,Saint-Étienne,1998,2,2,137,0,0,0,0,1,0,0,0,0,0,2020,French
Pietro Pellegri,it ITA,"FW,MF",Monaco,2001,4,0,74,0,0,0,0,1,0,0,0,0,0,2020,French
Presnel Kimpembe,fr FRA,DF,Paris S-G,1995,7,6,512,0,0,0,0,1,0,0,0,0,0,2020,French
Rados?aw Majecki,pl POL,GK,Monaco,1999,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,French
Rafinha,br BRA,MF,Paris S-G,1993,3,3,214,0,1,0,0,1,0,0,0.42,0.42,0,2020,French
Rayan Cherki,fr FRA,"FW,MF",Lyon,2003,6,2,217,0,0,0,0,0,0,0,0,0,0,2020,French
Rayan Souici,fr FRA,DF,Saint-Étienne,1998,1,0,5,0,0,0,0,0,0,0,0,0,0,2020,French
Romain Hamouma,fr FRA,FW,Saint-Étienne,1987,9,7,612,3,1,0,0,2,0,0.44,0.15,0.59,0.44,2020,French
Ruben Aguilar,fr FRA,DF,Monaco,1993,9,9,765,1,1,0,0,3,0,0.12,0.12,0.24,0.12,2020,French
Saidou Sow,gn GUI,DF,Saint-Étienne,2002,4,3,300,0,0,0,0,0,0,0,0,0,0,2020,French
Sergio Rico,es ESP,GK,Paris S-G,1993,2,2,180,0,0,0,0,0,0,0,0,0,0,2020,French
Sinaly Diomande,ci CIV,DF,Lyon,2001,6,3,271,0,0,0,0,1,0,0,0,0,0,2020,French
Sofiane Diop,fr FRA,"MF,FW",Monaco,2000,9,5,592,1,0,0,0,1,0,0.15,0,0.15,0.15,2020,French
Stevan Joveti?,me MNE,"FW,MF",Monaco,1989,8,2,201,0,0,0,0,0,0,0,0,0,0,2020,French
Thiago Mendes,br BRA,MF,Lyon,1992,6,4,408,0,0,0,0,1,0,0,0,0,0,2020,French
Thilo Kehrer,de GER,DF,Paris S-G,1996,3,2,205,0,0,0,0,0,0,0,0,0,0,2020,French
Timothée Kolodziejczak,fr FRA,"DF,MF",Saint-Étienne,1991,7,7,553,0,0,0,0,0,1,0,0,0,0,2020,French
Tino Kadewere,zw ZIM,"FW,MF",Lyon,1996,8,5,401,1,1,0,0,2,0,0.22,0.22,0.45,0.22,2020,French
Tyron Tormin,fr FRA,"MF,FW",Saint-Étienne,2001,2,0,19,0,0,0,0,0,0,0,0,0,0,2020,French
Wahbi Khazri,tn TUN,FW,Saint-Étienne,1991,3,1,133,0,0,0,0,1,1,0,0,0,0,2020,French
Wesley Fofana,fr FRA,DF,Saint-Étienne,2000,4,3,315,0,0,0,0,1,0,0,0,0,0,2020,French
Willem Geubbels,fr FRA,"FW,MF",Monaco,2001,6,0,122,1,0,0,0,3,0,0.74,0,0.74,0.74,2020,French
Wissam Ben Yedder,fr FRA,FW,Monaco,1990,9,9,729,6,1,3,3,1,0,0.74,0.12,0.86,0.37,2020,French
Yann M'Vila,fr FRA,"MF,FW",Saint-Étienne,1990,1,0,20,0,0,0,0,0,0,0,0,0,0,2020,French
Youssouf Fofana,fr FRA,MF,Monaco,1999,7,7,503,0,0,0,0,2,1,0,0,0,0,2020,French
Yvan Neyou,cm CMR,MF,Saint-Étienne,1997,8,7,590,0,1,0,0,4,0,0,0.15,0.15,0,2020,French
Yvann Macon,fr FRA,DF,Saint-Étienne,1998,6,6,539,1,1,0,0,2,0,0.17,0.17,0.33,0.17,2020,French
Zaydou Youssouf,fr FRA,MF,Saint-Étienne,1999,7,4,276,0,0,0,0,0,0,0,0,0,0,2020,French
Sargis Adamyan,am ARM,FW,Hoffenheim,1993,2,0,43,0,1,0,0,0,0,0,2.09,2.09,0,2020,German
Manuel Akanji,ch SUI,DF,Dortmund,1995,5,5,450,1,0,0,0,1,0,0.2,0,0.2,0.2,2020,German
Kevin Akpoguma,ng NGA,DF,Hoffenheim,1995,6,6,539,0,0,0,0,0,0,0,0,0,0,2020,German
David Alaba,at AUT,DF,Bayern Munich,1992,5,4,372,0,0,0,0,0,0,0,0,0,0,2020,German
Maximilian Arnold,de GER,MF,Wolfsburg,1994,5,5,417,1,1,0,0,2,0,0.22,0.22,0.43,0.22,2020,German
Ridle Baku,de GER,DF,Wolfsburg,1998,4,3,289,1,1,0,0,0,0,0.31,0.31,0.62,0.31,2020,German
Oliver Baumann,de GER,GK,Hoffenheim,1990,5,5,450,0,0,0,0,1,0,0,0,0,0,2020,German
Christoph Baumgartner,at AUT,"FW,MF",Hoffenheim,1999,6,4,360,0,1,0,0,2,0,0,0.25,0.25,0,2020,German
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,1994,4,1,159,0,1,0,0,1,0,0,0.57,0.57,0,2020,German
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,1992,4,2,149,0,0,0,0,0,0,0,0,0,0,2020,German
Jude Bellingham,eng ENG,MF,Dortmund,2003,5,4,301,0,1,0,0,0,0,0,0.3,0.3,0,2020,German
Bartosz Bialek,pl POL,FW,Wolfsburg,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,2020,German
Ermin Bi?ak?i?,ba BIH,DF,Hoffenheim,1990,2,2,128,1,0,0,0,1,0,0.7,0,0.7,0.7,2020,German
Jérôme Boateng,de GER,DF,Bayern Munich,1988,5,5,432,0,0,0,0,2,0,0,0,0,0,2020,German
Julian Brandt,de GER,"MF,FW",Dortmund,1996,6,3,293,0,0,0,0,0,0,0,0,0,0,2020,German
Josip Brekalo,hr CRO,FW,Wolfsburg,1998,5,5,423,1,0,0,0,0,0,0.21,0,0.21,0.21,2020,German
Joshua Brenet,nl NED,DF,Hoffenheim,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,2020,German
John Brooks,us USA,DF,Wolfsburg,1993,6,6,540,0,0,0,0,1,0,0,0,0,0,2020,German
Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,1998,2,1,89,0,0,0,0,0,0,0,0,0,0,2020,German
Roman Bürki,ch SUI,GK,Dortmund,1990,4,4,360,0,0,0,0,0,0,0,0,0,0,2020,German
Emre Can,de GER,DF,Dortmund,1994,4,4,360,1,0,0,0,1,0,0.25,0,0.25,0.25,2020,German
Koen Casteels,be BEL,GK,Wolfsburg,1992,5,5,450,0,0,0,0,0,0,0,0,0,0,2020,German
Kingsley Coman,fr FRA,FW,Bayern Munich,1996,3,2,175,0,1,0,0,0,0,0,0.51,0.51,0,2020,German
Douglas Costa,br BRA,FW,Bayern Munich,1990,3,1,121,0,1,0,0,0,0,0,0.74,0.74,0,2020,German
Mickaël Cuisance,fr FRA,FW,Bayern Munich,1999,1,0,18,0,0,0,0,0,0,0,0,0,0,2020,German
Moanes Dabour,il ISR,FW,Hoffenheim,1992,6,5,398,2,0,0,0,0,0,0.45,0,0.45,0.45,2020,German
Mahmoud Dahoud,de GER,MF,Dortmund,1996,3,2,152,0,0,0,0,0,0,0,0,0,0,2020,German
Alphonso Davies,ca CAN,"DF,FW",Bayern Munich,2000,4,3,181,0,0,0,0,0,0,0,0,0,0,2020,German
Thomas Delaney,dk DEN,"MF,DF",Dortmund,1991,5,2,285,0,0,0,0,1,0,0,0,0,0,2020,German
Mijat Ga?inovi?,rs SRB,"MF,FW",Hoffenheim,1995,6,1,149,0,1,0,0,1,0,0,0.6,0.6,0,2020,German
Dennis Geiger,de GER,MF,Hoffenheim,1998,6,6,444,1,1,0,0,2,0,0.2,0.2,0.41,0.2,2020,German
Yannick Gerhardt,de GER,MF,Wolfsburg,1994,6,2,273,0,0,0,0,1,0,0,0,0,0,2020,German
Daniel Ginczek,de GER,FW,Wolfsburg,1991,2,1,95,0,0,0,0,0,0,0,0,0,0,2020,German
Serge Gnabry,de GER,FW,Bayern Munich,1995,5,5,404,4,0,0,0,1,0,0.89,0,0.89,0.89,2020,German
Leon Goretzka,de GER,MF,Bayern Munich,1995,5,4,328,1,1,0,0,1,0,0.27,0.27,0.55,0.27,2020,German
Florian Grillitsch,at AUT,MF,Hoffenheim,1995,4,2,193,0,0,0,0,1,0,0,0,0,0,2020,German
Raphaël Guerreiro,pt POR,DF,Dortmund,1993,5,3,264,0,1,0,0,0,0,0,0.34,0.34,0,2020,German
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,1990,4,4,300,0,0,0,0,1,0,0,0,0,0,2020,German
Erling Håland,no NOR,FW,Dortmund,2000,5,4,387,5,2,1,1,1,0,1.16,0.47,1.63,0.93,2020,German
Thorgan Hazard,be BEL,"FW,DF",Dortmund,1993,3,2,113,0,0,0,0,0,0,0,0,0,0,2020,German
Lucas Hernández,fr FRA,DF,Bayern Munich,1996,4,3,331,0,0,0,0,1,0,0,0,0,0,2020,German
Marwin Hitz,ch SUI,GK,Dortmund,1987,2,2,180,0,0,0,0,0,0,0,0,0,0,2020,German
Mats Hummels,de GER,DF,Dortmund,1988,6,6,535,3,0,0,0,1,0,0.5,0,0.5,0.5,2020,German
Pavel Kade?ábek,cz CZE,DF,Hoffenheim,1992,3,3,270,0,0,0,0,1,0,0,0,0,0,2020,German
Joshua Kimmich,de GER,MF,Bayern Munich,1995,5,5,424,1,4,0,0,2,0,0.21,0.85,1.06,0.21,2020,German
Felix Klaus,de GER,"DF,MF",Wolfsburg,1992,4,1,125,0,0,0,0,0,0,0,0,0,0,2020,German
Klauss,br BRA,FW,Hoffenheim,1997,2,0,42,0,0,0,0,0,0,0,0,0,0,2020,German
Andrej Kramari?,hr CRO,"FW,MF",Hoffenheim,1991,3,3,270,6,0,2,2,1,0,2,0,2,1.33,2020,German
Maxence Lacroix,fr FRA,DF,Wolfsburg,2000,5,5,450,0,0,0,0,0,0,0,0,0,0,2020,German
Robert Lewandowski,pl POL,FW,Bayern Munich,1988,5,4,366,10,3,2,2,1,0,2.46,0.74,3.2,1.97,2020,German
Yunus Mall?,tr TUR,MF,Wolfsburg,1992,1,1,58,0,0,0,0,0,0,0,0,0,0,2020,German
Javi Martínez,es ESP,MF,Bayern Munich,1988,4,1,128,0,0,0,0,0,0,0,0,0,0,2020,German
Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,1989,3,1,90,0,0,0,0,1,0,0,0,0,0,2020,German
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,1991,6,4,340,0,1,0,0,0,0,0,0.26,0.26,0,2020,German
Thomas Meunier,be BEL,DF,Dortmund,1991,6,6,484,0,1,0,0,1,0,0,0.19,0.19,0,2020,German
Mateu Morey,es ESP,DF,Dortmund,2000,1,0,11,0,0,0,0,0,0,0,0,0,0,2020,German
Thomas Müller,de GER,MF,Bayern Munich,1989,6,6,509,4,4,1,1,0,0,0.71,0.71,1.41,0.53,2020,German
Jamal Musiala,eng ENG,"FW,MF",Bayern Munich,2003,5,0,86,2,0,0,0,0,0,2.09,0,2.09,2.09,2020,German
Manuel Neuer,de GER,GK,Bayern Munich,1986,6,6,540,0,0,0,0,1,0,0,0,0,0,2020,German
Kasim Nuhu,gh GHA,DF,Hoffenheim,1995,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,German
Paulo Otávio,br BRA,DF,Wolfsburg,1994,3,2,187,0,0,0,0,1,0,0,0,0,0,2020,German
Felix Passlack,de GER,DF,Dortmund,1998,5,2,279,1,0,0,0,0,0,0.32,0,0.32,0.32,2020,German
Benjamin Pavard,fr FRA,DF,Bayern Munich,1996,5,4,352,0,0,0,0,1,0,0,0,0,0,2020,German
Philipp Pentke,de GER,GK,Hoffenheim,1985,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,German
Pavao Pervan,at AUT,GK,Wolfsburg,1987,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,German
Maximilian Philipp,de GER,MF,Wolfsburg,1994,3,2,149,0,1,0,0,1,0,0,0.6,0.6,0,2020,German
Lukasz Piszczek,pl POL,DF,Dortmund,1985,2,1,25,0,0,0,0,0,0,0,0,0,0,2020,German
Stefan Posch,at AUT,DF,Hoffenheim,1997,5,5,381,0,0,0,0,3,0,0,0,0,0,2020,German
Reinier,br BRA,"MF,FW",Dortmund,2002,3,0,42,0,0,0,0,0,0,0,0,0,0,2020,German
Marco Reus,de GER,"FW,MF",Dortmund,1989,6,2,229,1,1,0,0,0,0,0.39,0.39,0.79,0.39,2020,German
Giovanni Reyna,us USA,"FW,MF",Dortmund,2002,6,5,422,1,3,0,0,1,0,0.21,0.64,0.85,0.21,2020,German
Chris Richards,us USA,DF,Bayern Munich,2000,2,1,82,0,1,0,0,0,0,0,1.1,1.1,0,2020,German
Marc Roca,es ESP,FW,Bayern Munich,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,2020,German
Jérôme Roussillon,fr FRA,DF,Wolfsburg,1993,6,5,418,0,0,0,0,0,0,0,0,0,0,2020,German
Sebastian Rudy,de GER,"DF,MF",Hoffenheim,1990,3,3,270,0,1,0,0,0,0,0,0.33,0.33,0,2020,German
João Victor Santos Sá,br BRA,"FW,MF",Wolfsburg,1994,4,2,174,0,0,0,0,0,0,0,0,0,0,2020,German
Diadie Samassékou,ml MLI,MF,Hoffenheim,1996,5,5,435,0,0,0,0,0,0,0,0,0,0,2020,German
Jadon Sancho,eng ENG,FW,Dortmund,2000,5,5,380,0,2,0,0,0,0,0,0.47,0.47,0,2020,German
Leroy Sané,de GER,FW,Bayern Munich,1996,4,3,229,2,2,0,0,0,0,0.79,0.79,1.57,0.79,2020,German
Bouna Sarr,gn GUI,DF,Bayern Munich,1992,2,2,180,0,1,0,0,0,0,0,0.5,0.5,0,2020,German
Xaver Schlager,at AUT,MF,Wolfsburg,1997,6,4,380,0,0,0,0,2,0,0,0,0,0,2020,German
Nico Schulz,de GER,DF,Dortmund,1993,1,0,7,0,0,0,0,0,0,0,0,0,0,2020,German
Ryan Sessegnon,eng ENG,DF,Hoffenheim,2000,3,1,107,0,0,0,0,0,0,0,0,0,0,2020,German
Robert Skov,dk DEN,DF,Hoffenheim,1996,5,3,310,0,0,0,0,0,1,0,0,0,0,2020,German
Renato Steffen,ch SUI,"FW,DF",Wolfsburg,1991,5,3,318,0,0,0,0,0,0,0,0,0,0,2020,German
Niklas Süle,de GER,DF,Bayern Munich,1995,4,3,272,0,0,0,0,0,0,0,0,0,0,2020,German
Corentin Tolisso,fr FRA,MF,Bayern Munich,1994,4,2,212,0,0,0,0,0,1,0,0,0,0,2020,German
Kevin Vogt,de GER,DF,Hoffenheim,1991,6,6,540,0,0,0,0,0,0,0,0,0,0,2020,German
Wout Weghorst,nl NED,FW,Wolfsburg,1992,6,5,463,2,0,0,0,0,0,0.39,0,0.39,0.39,2020,German
Axel Witsel,be BEL,MF,Dortmund,1989,6,4,381,0,0,0,0,1,0,0,0,0,0,2020,German
Joshua Zirkzee,nl NED,FW,Bayern Munich,2001,3,1,92,0,0,0,0,0,0,0,0,0,0,2020,German
Nicolò Barella,it ITA,MF,Inter,1997,6,4,402,0,3,0,0,2,0,0,0.67,0.67,0,2020,Italian
Alessandro Bastoni,it ITA,DF,Inter,1999,3,3,270,0,0,0,0,0,0,0,0,0,0,2020,Italian
Ismaël Bennacer,dz ALG,MF,Milan,1997,6,4,382,0,0,0,0,0,0,0,0,0,0,2020,Italian
Rodrigo Bentancur,uy URU,MF,Juventus,1997,4,2,187,0,0,0,0,0,0,0,0,0,0,2020,Italian
Federico Bernardeschi,it ITA,"DF,FW",Juventus,1994,2,1,81,0,0,0,0,0,0,0,0,0,0,2020,Italian
Leonardo Bonucci,it ITA,DF,Juventus,1987,5,5,420,1,0,0,0,1,0,0.21,0,0.21,0.21,2020,Italian
Marcelo Brozovi?,hr CRO,MF,Inter,1992,6,3,307,1,0,0,0,1,0,0.29,0,0.29,0.29,2020,Italian
Gianluigi Buffon,it ITA,GK,Juventus,1978,2,2,180,0,0,0,0,0,0,0,0,0,0,2020,Italian
Davide Calabria,it ITA,DF,Milan,1996,6,6,520,0,0,0,0,0,0,0,0,0,0,2020,Italian
Hakan Çalhano?lu,tr TUR,"MF,FW",Milan,1994,6,5,465,0,1,0,0,1,0,0,0.19,0.19,0,2020,Italian
Samu Castillejo,es ESP,FW,Milan,1995,4,1,120,0,0,0,0,1,0,0,0,0,0,2020,Italian
Giorgio Chiellini,it ITA,DF,Juventus,1984,2,2,172,0,0,0,0,0,0,0,0,0,0,2020,Italian
Federico Chiesa,it ITA,"MF,DF",Juventus,1997,2,2,149,0,2,0,0,0,1,0,1.21,1.21,0,2020,Italian
Lorenzo Colombo,it ITA,FW,Milan,2002,2,1,78,0,0,0,0,0,0,0,0,0,0,2020,Italian
Douglas Costa,br BRA,"MF,FW",Juventus,1990,2,0,42,0,0,0,0,0,0,0,0,0,0,2020,Italian
Bryan Cristante,it ITA,"MF,DF",Roma,1995,5,2,215,0,1,0,0,2,0,0,0.42,0.42,0,2020,Italian
Juan Cuadrado,co COL,DF,Juventus,1988,5,4,382,0,0,0,0,0,0,0,0,0,0,2020,Italian
Danilo D'Ambrosio,it ITA,DF,Inter,1988,4,3,282,2,0,0,0,0,0,0.64,0,0.64,0.64,2020,Italian
Diogo Dalot,pt POR,DF,Milan,1999,1,0,20,0,0,0,0,0,0,0,0,0,0,2020,Italian
Danilo,br BRA,DF,Juventus,1991,5,5,450,0,1,0,0,0,0,0,0.2,0.2,0,2020,Italian
Matteo Darmian,it ITA,DF,Inter,1989,2,2,146,0,0,0,0,0,0,0,0,0,0,2020,Italian
Mattia De Sciglio,it ITA,DF,Juventus,1992,1,0,24,0,0,0,0,0,0,0,0,0,0,2020,Italian
Merih Demiral,tr TUR,DF,Juventus,1998,4,3,278,0,0,0,0,0,0,0,0,0,0,2020,Italian
Amadou Diawara,gn GUI,MF,Roma,1997,2,1,107,0,0,0,0,0,0,0,0,0,0,2020,Italian
Brahim Díaz,es ESP,"FW,MF",Milan,1999,4,2,206,1,0,0,0,0,0,0.44,0,0.44,0.44,2020,Italian
Gianluigi Donnarumma,it ITA,GK,Milan,1999,5,5,450,0,0,0,0,1,0,0,0,0,0,2020,Italian
Léo Duarte,br BRA,DF,Milan,1996,1,0,19,0,0,0,0,0,0,0,0,0,0,2020,Italian
Paulo Dybala,ar ARG,FW,Juventus,1993,2,2,145,0,0,0,0,0,0,0,0,0,0,2020,Italian
Edin Džeko,ba BIH,FW,Roma,1986,5,5,443,3,0,0,0,1,0,0.61,0,0.61,0.61,2020,Italian
Christian Eriksen,dk DEN,MF,Inter,1992,5,3,210,0,0,0,0,0,0,0,0,0,0,2020,Italian
Gianluca Frabotta,it ITA,DF,Juventus,1999,5,2,192,0,0,0,0,2,0,0,0,0,0,2020,Italian
Matteo Gabbia,it ITA,DF,Milan,1999,3,3,270,0,0,0,0,2,0,0,0,0,0,2020,Italian
Roberto Gagliardini,it ITA,MF,Inter,1994,3,3,204,1,1,0,0,0,0,0.44,0.44,0.88,0.44,2020,Italian
Achraf Hakimi,ma MAR,DF,Inter,1998,6,4,406,1,2,0,0,1,0,0.22,0.44,0.67,0.22,2020,Italian
Samir Handanovi?,si SVN,GK,Inter,1984,6,6,540,0,0,0,0,0,0,0,0,0,0,2020,Italian
Theo Hernández,fr FRA,DF,Milan,1997,6,6,540,1,1,0,0,3,0,0.17,0.17,0.33,0.17,2020,Italian
Roger Ibanez,br BRA,DF,Roma,1998,6,6,527,0,0,0,0,1,0,0,0,0,0,2020,Italian
Zlatan Ibrahimovi?,se SWE,FW,Milan,1981,4,4,360,7,1,2,3,2,0,1.75,0.25,2,1.25,2020,Italian
Rick Karsdorp,nl NED,DF,Roma,1995,3,3,207,0,0,0,0,0,0,0,0,0,0,2020,Italian
Franck Kessié,ci CIV,MF,Milan,1996,6,5,465,2,1,1,1,1,0,0.39,0.19,0.58,0.19,2020,Italian
